KEY,ENTITY,D0,D1,D2,D3,D4,D5,D6,D7,REFERENCES
105.0,LINE,0.0,1267.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1267]
106.0,LINE,0.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,[157]
107.0,VECTOR,0.0,1266.0,114.0,0.0,0.0,0.0,0.0,0.0,"[1266, 114]"
108.0,FACE_OUTER_BOUND,0.0,1264.0,112.0,0.0,0.0,0.0,0.0,0.0,"[1264, 112]"
109.0,LINE,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,[95]
110.0,LINE,0.0,1308.0,119.0,0.0,0.0,0.0,0.0,0.0,"[1308, 119]"
111.0,FACE_OUTER_BOUND,0.0,1445.0,2.0999999999999974,0.0,0.0,0.0,0.0,0.0,[1445]
112.0,LINE,0.0,1263.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1263]
113.0,CYLINDRICAL_SURFACE,0.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,[169]
114.0,VECTOR,0.0,1265.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1265]
115.0,FACE_BOUND,0.0,1262.0,117.0,0.0,0.0,0.0,0.0,0.0,"[1262, 117]"
116.0,VECTOR,0.0,1426.0,2.0999999999999974,1.029744258676654,0.0,0.0,0.0,0.0,[1426]
117.0,LINE,0.0,1310.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1310]
118.0,CONICAL_SURFACE,0.0,1818.0,1813.0,1811.0,1814.0,0.0,0.0,0.0,"[1818, 1813, 1811, 1814]"
119.0,VECTOR,0.0,1307.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1307]
120.0,EDGE_LOOP,0.0,1758.0,1964.0,1950.0,1851.0,0.0,0.0,0.0,"[1758, 1964, 1950, 1851]"
121.0,VECTOR,0.0,1184.0,235.0,0.0,0.0,0.0,0.0,0.0,"[1184, 235]"
122.0,EDGE_LOOP,0.0,265.0,1.0,0.0,0.0,0.0,0.0,0.0,[265]
123.0,LINE,0.0,143.0,1.0,0.0,0.0,0.0,0.0,0.0,[143]
124.0,FACE_OUTER_BOUND,0.0,188.0,1.0,0.0,0.0,0.0,0.0,0.0,[188]
125.0,FACE_OUTER_BOUND,0.0,1406.0,2.0999999999999974,0.0,0.0,0.0,0.0,0.0,[1406]
126.0,FACE_BOUND,0.0,233.0,1.0,0.0,0.0,0.0,0.0,0.0,[233]
127.0,CIRCLE,0.0,1834.0,1.0,0.0,0.0,0.0,0.0,0.0,[1834]
128.0,FACE_OUTER_BOUND,0.0,1423.0,3.2999999999999967,0.0,0.0,0.0,0.0,0.0,[1423]
129.0,FACE_BOUND,0.0,1816.0,1809.0,1812.0,1807.0,0.0,0.0,0.0,"[1816, 1809, 1812, 1807]"
130.0,CYLINDRICAL_SURFACE,0.0,1828.0,1827.0,1825.0,1823.0,0.0,0.0,0.0,"[1828, 1827, 1825, 1823]"
131.0,EDGE_LOOP,0.0,1679.0,1911.0,1968.0,1692.0,1907.0,1859.0,1741.0,"[1679, 1911, 1968, 1692, 1907, 1859, 1741, 1731, 1865, 1854, 1891, 1852]"
132.0,EDGE_LOOP,0.0,1838.0,1.0,0.0,0.0,0.0,0.0,0.0,[1838]
133.0,EDGE_LOOP,0.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,[1999]
134.0,FACE_OUTER_BOUND,0.0,1761.0,1.0,0.0,0.0,0.0,0.0,0.0,[1761]
135.0,FACE_OUTER_BOUND,0.0,1682.0,1.0,0.0,0.0,0.0,0.0,0.0,[1682]
136.0,FACE_OUTER_BOUND,0.0,1404.0,2.7499999999999885,0.0,0.0,0.0,0.0,0.0,[1404]
137.0,FACE_BOUND,0.0,1831.0,1.0,0.0,0.0,0.0,0.0,0.0,[1831]
138.0,CIRCLE,0.0,2030.0,2029.0,2027.0,1986.0,0.0,0.0,0.0,"[2030, 2029, 2027, 1986]"
139.0,FACE_OUTER_BOUND,0.0,1638.0,2.499999999999995,0.0,0.0,0.0,0.0,0.0,[1638]
140.0,EDGE_LOOP,0.0,2026.0,2034.0,1989.0,1991.0,2007.0,0.0,0.0,"[2026, 2034, 1989, 1991, 2007]"
141.0,CYLINDRICAL_SURFACE,0.0,791.0,148.0,0.0,0.0,0.0,0.0,0.0,"[791, 148]"
142.0,EDGE_LOOP,0.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,[145]
143.0,LINE,0.0,2014.0,1982.0,2016.0,2017.0,0.0,0.0,0.0,"[2014, 1982, 2016, 2017]"
144.0,FACE_OUTER_BOUND,0.0,1416.0,5.499999999999998,0.0,0.0,0.0,0.0,0.0,[1416]
145.0,EDGE_LOOP,0.0,1779.0,1781.0,1778.0,1777.0,0.0,0.0,0.0,"[1779, 1781, 1778, 1777]"
146.0,CYLINDRICAL_SURFACE,0.0,1832.0,1.0,0.0,0.0,0.0,0.0,0.0,[1832]
147.0,EDGE_LOOP,0.0,231.0,1.0,0.0,0.0,0.0,0.0,0.0,[231]
148.0,FACE_OUTER_BOUND,0.0,792.0,1000.0,0.0,0.0,0.0,0.0,0.0,[792]
149.0,FACE_OUTER_BOUND,0.0,1839.0,1.0,0.0,0.0,0.0,0.0,0.0,[1839]
150.0,VECTOR,0.0,1281.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1281]
151.0,FACE_OUTER_BOUND,0.0,286.0,288.0,287.0,291.0,290.0,289.0,292.0,"[286, 288, 287, 291, 290, 289, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348]"
152.0,VECTOR,0.0,1637.0,2.0999999999999974,0.0,0.0,0.0,0.0,0.0,[1637]
153.0,CLOSED_SHELL,0.0,1240.0,161.0,0.0,0.0,0.0,0.0,0.0,"[1240, 161]"
154.0,CYLINDRICAL_SURFACE,0.0,1456.0,4.9999999999999964,0.0,0.0,0.0,0.0,0.0,[1456]
155.0,LINE,0.0,1280.0,99.0,0.0,0.0,0.0,0.0,0.0,"[1280, 99]"
156.0,CIRCLE,0.0,1462.0,3.2999999999999967,0.0,0.0,0.0,0.0,0.0,[1462]
157.0,LINE,0.0,1976.0,1977.0,1995.0,1993.0,0.0,0.0,0.0,"[1976, 1977, 1995, 1993]"
158.0,CYLINDRICAL_SURFACE,0.0,1394.0,25.0,0.0,0.0,0.0,0.0,0.0,[1394]
159.0,EDGE_LOOP,0.0,1401.0,17.500000000000004,0.0,0.0,0.0,0.0,0.0,[1401]
160.0,CIRCLE,0.0,1312.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1312]
161.0,CIRCLE,0.0,1301.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1301]
162.0,VECTOR,0.0,1179.0,66.0,0.0,0.0,0.0,0.0,0.0,"[1179, 66]"
163.0,VECTOR,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,[41]
164.0,LINE,0.0,1.0,175.0,0.0,0.0,0.0,0.0,0.0,"[1, 175]"
165.0,FACE_OUTER_BOUND,0.0,1195.0,64.0,0.0,0.0,0.0,0.0,0.0,"[1195, 64]"
166.0,LINE,0.0,1178.0,61.0,0.0,0.0,0.0,0.0,0.0,"[1178, 61]"
167.0,LINE,0.0,1304.0,170.0,0.0,0.0,0.0,0.0,0.0,"[1304, 170]"
168.0,LINE,0.0,1288.0,150.0,0.0,0.0,0.0,0.0,0.0,"[1288, 150]"
169.0,LINE,0.0,1810.0,1806.0,0.0,0.0,0.0,0.0,0.0,"[1810, 1806]"
170.0,LINE,0.0,1311.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1311]
171.0,EDGE_LOOP,0.0,1994.0,1992.0,2033.0,2008.0,0.0,0.0,0.0,"[1994, 1992, 2033, 2008]"
172.0,VECTOR,0.0,1317.0,174.0,0.0,0.0,0.0,0.0,0.0,"[1317, 174]"
173.0,EDGE_LOOP,0.0,1196.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1196]
174.0,LINE,0.0,1315.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1315]
175.0,VECTOR,0.0,1197.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1197]
176.0,VECTOR,0.0,1198.0,173.0,0.0,0.0,0.0,0.0,0.0,"[1198, 173]"
177.0,VECTOR,0.0,1305.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1305]
178.0,LINE,0.0,1309.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1309]
179.0,VECTOR,0.0,1974.0,1983.0,0.0,0.0,0.0,0.0,0.0,"[1974, 1983]"
180.0,VECTOR,0.0,1209.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1209]
181.0,EDGE_LOOP,0.0,1193.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1193]
182.0,VECTOR,0.0,1186.0,183.0,0.0,0.0,0.0,0.0,0.0,"[1186, 183]"
183.0,VECTOR,0.0,1172.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1172]
184.0,LINE,0.0,1187.0,185.0,0.0,0.0,0.0,0.0,0.0,"[1187, 185]"
185.0,VECTOR,0.0,1189.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1189]
186.0,LINE,0.0,1176.0,180.0,0.0,0.0,0.0,0.0,0.0,"[1176, 180]"
187.0,VECTOR,0.0,1880.0,1872.0,0.0,0.0,0.0,0.0,0.0,"[1880, 1872]"
188.0,LINE,0.0,2032.0,1850.0,0.0,0.0,0.0,0.0,0.0,"[2032, 1850]"
189.0,EDGE_LOOP,0.0,1794.0,1797.0,1792.0,1795.0,0.0,0.0,0.0,"[1794, 1797, 1792, 1795]"
190.0,EDGE_LOOP,0.0,1459.0,2.0999999999999974,1.029744258676654,0.0,0.0,0.0,0.0,[1459]
191.0,EDGE_LOOP,0.0,2028.0,2031.0,0.0,0.0,0.0,0.0,0.0,"[2028, 2031]"
192.0,CONICAL_SURFACE,0.0,1844.0,1.0,0.0,0.0,0.0,0.0,0.0,[1844]
193.0,EDGE_LOOP,0.0,1398.0,4.99999999999999,0.0,0.0,0.0,0.0,0.0,[1398]
194.0,FACE_OUTER_BOUND,0.0,1784.0,1783.0,1782.0,1780.0,0.0,0.0,0.0,"[1784, 1783, 1782, 1780]"
195.0,CIRCLE,0.0,1578.0,2.0999999999999974,0.0,0.0,0.0,0.0,0.0,[1578]
196.0,EDGE_LOOP,0.0,1881.0,1882.0,1893.0,0.0,0.0,0.0,0.0,"[1881, 1882, 1893]"
197.0,CYLINDRICAL_SURFACE,0.0,1871.0,1943.0,0.0,0.0,0.0,0.0,0.0,"[1871, 1943]"
198.0,EDGE_LOOP,0.0,1465.0,3.2999999999999967,0.0,0.0,0.0,0.0,0.0,[1465]
199.0,EDGE_LOOP,0.0,1786.0,1789.0,1785.0,1787.0,0.0,0.0,0.0,"[1786, 1789, 1785, 1787]"
200.0,CYLINDRICAL_SURFACE,0.0,1579.0,5.499999999999998,0.0,0.0,0.0,0.0,0.0,[1579]
201.0,EDGE_LOOP,0.0,1821.0,1824.0,1826.0,1822.0,0.0,0.0,0.0,"[1821, 1824, 1826, 1822]"
202.0,CYLINDRICAL_SURFACE,0.0,1765.0,1.0,0.0,0.0,0.0,0.0,0.0,[1765]
203.0,EDGE_LOOP,0.0,1464.0,2.4999999999999987,0.0,0.0,0.0,0.0,0.0,[1464]
204.0,FACE_OUTER_BOUND,0.0,1840.0,1.0,0.0,0.0,0.0,0.0,0.0,[1840]
205.0,CYLINDRICAL_SURFACE,0.0,1457.0,4.9999999999999964,0.0,0.0,0.0,0.0,0.0,[1457]
206.0,FACE_OUTER_BOUND,0.0,241.0,1.0,0.0,0.0,0.0,0.0,0.0,[241]
207.0,CYLINDRICAL_SURFACE,0.0,1837.0,1.0,0.0,0.0,0.0,0.0,0.0,[1837]
208.0,FACE_BOUND,0.0,219.0,1.0,0.0,0.0,0.0,0.0,0.0,[219]
209.0,FACE_OUTER_BOUND,0.0,1687.0,1760.0,1718.0,1745.0,0.0,0.0,0.0,"[1687, 1760, 1718, 1745]"
210.0,FACE_BOUND,0.0,1798.0,1801.0,1796.0,1799.0,0.0,0.0,0.0,"[1798, 1801, 1796, 1799]"
211.0,EDGE_LOOP,0.0,1454.0,17.500000000000004,0.7853981633974536,0.0,0.0,0.0,0.0,[1454]
212.0,EDGE_LOOP,0.0,1455.0,25.0,0.0,0.0,0.0,0.0,0.0,[1455]
213.0,CONICAL_SURFACE,0.0,1440.0,17.500000000000004,0.7853981633974536,0.0,0.0,0.0,0.0,[1440]
214.0,CYLINDRICAL_SURFACE,0.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0,[131]
215.0,CONICAL_SURFACE,0.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,[138]
216.0,FACE_OUTER_BOUND,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,[56]
217.0,FACE_OUTER_BOUND,0.0,2015.0,2018.0,2019.0,2020.0,0.0,0.0,0.0,"[2015, 2018, 2019, 2020]"
218.0,FACE_OUTER_BOUND,0.0,1817.0,1819.0,0.0,0.0,0.0,0.0,0.0,"[1817, 1819]"
219.0,EDGE_LOOP,0.0,1904.0,1970.0,0.0,0.0,0.0,0.0,0.0,"[1904, 1970]"
220.0,EDGE_LOOP,0.0,1596.0,4.999999999999994,0.0,0.0,0.0,0.0,0.0,[1596]
221.0,EDGE_LOOP,0.0,1764.0,1.0,0.0,0.0,0.0,0.0,0.0,[1764]
222.0,CYLINDRICAL_SURFACE,0.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,[140]
223.0,FACE_OUTER_BOUND,0.0,1461.0,2.749999999999992,0.0,0.0,0.0,0.0,0.0,[1461]
224.0,FACE_OUTER_BOUND,0.0,1444.0,17.500000000000004,0.0,0.0,0.0,0.0,0.0,[1444]
225.0,CYLINDRICAL_SURFACE,0.0,1248.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1248]
226.0,CYLINDRICAL_SURFACE,0.0,1710.0,1.0,0.0,0.0,0.0,0.0,0.0,[1710]
227.0,VECTOR,0.0,1998.0,2002.0,1867.0,2000.0,1866.0,0.0,0.0,"[1998, 2002, 1867, 2000, 1866]"
228.0,FACE_OUTER_BOUND,0.0,1978.0,1980.0,1979.0,1985.0,0.0,0.0,0.0,"[1978, 1980, 1979, 1985]"
229.0,EDGE_LOOP,0.0,1402.0,17.500000000000004,0.0,0.0,0.0,0.0,0.0,[1402]
230.0,EDGE_LOOP,0.0,1836.0,1.0,0.0,0.0,0.0,0.0,0.0,[1836]
231.0,CIRCLE,0.0,1775.0,1774.0,1776.0,1773.0,0.0,0.0,0.0,"[1775, 1774, 1776, 1773]"
232.0,FACE_OUTER_BOUND,0.0,1997.0,1868.0,1897.0,0.0,0.0,0.0,0.0,"[1997, 1868, 1897]"
233.0,EDGE_LOOP,0.0,1955.0,1958.0,1853.0,1962.0,0.0,0.0,0.0,"[1955, 1958, 1853, 1962]"
234.0,EDGE_LOOP,0.0,1876.0,1877.0,1878.0,1879.0,0.0,0.0,0.0,"[1876, 1877, 1878, 1879]"
235.0,EDGE_LOOP,0.0,1182.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1182]
236.0,EDGE_LOOP,0.0,1282.0,91.0,0.0,0.0,0.0,0.0,0.0,"[1282, 91]"
237.0,VECTOR,0.0,1641.0,2.749999999999996,0.0,0.0,0.0,0.0,0.0,[1641]
238.0,LINE,0.0,1984.0,1981.0,0.0,0.0,0.0,0.0,0.0,"[1984, 1981]"
239.0,CYLINDRICAL_SURFACE,0.0,1766.0,1.0,0.0,0.0,0.0,0.0,0.0,[1766]
240.0,EDGE_LOOP,0.0,1841.0,1.0,0.0,0.0,0.0,0.0,0.0,[1841]
241.0,FACE_OUTER_BOUND,0.0,1683.0,1864.0,0.0,0.0,0.0,0.0,0.0,"[1683, 1864]"
242.0,FACE_OUTER_BOUND,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,[58]
243.0,EDGE_LOOP,0.0,1400.0,2.7499999999999885,0.0,0.0,0.0,0.0,0.0,[1400]
244.0,FACE_OUTER_BOUND,0.0,2005.0,2003.0,2006.0,2001.0,2004.0,0.0,0.0,"[2005, 2003, 2006, 2001, 2004]"
245.0,CIRCLE,0.0,1768.0,1.0,0.0,0.0,0.0,0.0,0.0,[1768]
246.0,EDGE_LOOP,0.0,1835.0,1.0,0.0,0.0,0.0,0.0,0.0,[1835]
247.0,FACE_OUTER_BOUND,0.0,793.0,249.0,0.0,0.0,0.0,0.0,0.0,"[793, 249]"
